source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
2310040G24RIK	-0.265908541504429	0.577960357428399	-0.748965548356993	0.0342345730150731	-0.48305700685256403	2310040G24RIK	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
BMP1	0.850365390328623	5.51285860990473e-08	0.366772711716693	0.0386470064139083	-0.48359267861193	BMP1	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CIDEA	-0.0887193853877106	0.754238458643695	-0.573325622713315	0.00114451746739789	-0.48460623732560437	CIDEA	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM34934	0.0779021363673168	0.793804187623766	-0.407831532214419	0.0341625854482837	-0.4857336685817358	GM34934	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM13112	-0.219475996930021	0.575593228645865	-0.706343182848798	0.011933356100655	-0.48686718591877703	GM13112	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
VDR	-0.275370802626311	0.388820717883049	-0.762242949157496	0.00240644360320895	-0.48687214653118505	VDR	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MMP14	0.419993274874809	0.0243752293214082	-0.0678605642949543	0.809203641539335	-0.48785383916976327	MMP14	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM46815	0.450772987832069	0.00625006873520288	-0.0371114378867811	0.888604931950602	-0.4878844257188501	GM46815	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GPR141	-0.11150796280372	0.803946421305955	-0.601164242066607	0.0328117084818909	-0.489656279262887	GPR141	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
TCHH	1.15066705695452	1.09409960979575e-05	0.660125421134956	0.0170204326023642	-0.4905416358195641	TCHH	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM36529	-0.678760486417338	0.0414157931783163	-1.16993475413081	0.000126390751953562	-0.49117426771347206	GM36529	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
APOL6	-0.859546972962622	0.148162667370176	-1.35304772484338	0.00936770708468952	-0.49350075188075815	APOL6	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MYADML2OS	-0.38280431843544	0.0730303302528215	-0.876995534163002	1.66869765857769e-06	-0.494191215727562	MYADML2OS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
LYVE1	0.562804227775438	0.00418007676608521	0.0652921691123075	0.834431240531134	-0.49751205866313053	LYVE1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ID1	-0.18461576904468	0.579993534906682	-0.682853231922101	0.0037534853434871	-0.498237462877421	ID1	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM11542	-0.325696284579084	0.53629906769996	-0.827288819418692	0.0424453595149785	-0.501592534839608	GM11542	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
FHL5	1.6026917315496	0.000147804927111934	1.10027674599593	0.01441895248561	-0.5024149855536701	FHL5	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MFSD6L	6.37638625258784	3.99931724000165e-10	5.87309775555549	1.22598568827642e-08	-0.5032884970323499	MFSD6L	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
EGLN3	-0.251782030567011	0.296663014014979	-0.757076079685525	5.23804803810214e-05	-0.505294049118514	EGLN3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CLEC14A	0.517568315513782	0.00929629858747381	0.0108207406715511	0.974624820485541	-0.5067475748422309	CLEC14A	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CALHM5	0.57544216828105	5.01828161908802e-05	0.0675527411445573	0.761604942131614	-0.5078894271364927	CALHM5	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CCL9	0.752153899486378	0.0430502568667308	0.243700734179335	0.612680156028754	-0.508453165307043	CCL9	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CDK2	0.320919389855939	0.0442753441890448	-0.187800322745262	0.25733176027978	-0.508719712601201	CDK2	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
AI314278	0.14255883545223	0.553488580752342	-0.366951170552854	0.0447230202092093	-0.509510006005084	AI314278	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
MXRA8OS	0.0122790516075134	0.979064057365623	-0.49752113510504	0.0477101338888306	-0.5098001867125533	MXRA8OS	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
A930003A15RIK	1.29912682653282	0.00328657596843443	0.789039117179588	0.081690554745618	-0.510087709353232	A930003A15RIK	negative	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM833	-0.460437854980857	0.262684739937805	-0.971184727766233	0.00260195622886739	-0.510746872785376	GM833	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC17A2	3.72866441429179	0.00146732868092476	3.21703499238556	0.0150258163380402	-0.5116294219062301	SLC17A2	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
STUM	-0.215823422674425	0.617209301252722	-0.727659729358431	0.0186218937607059	-0.511836306684006	STUM	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KLK7	3.73723746410189	3.30783245906583e-07	3.22272887237921	2.07267753662345e-06	-0.5145085917226804	KLK7	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINB6B	-0.112485054845992	0.80981524803201	-0.62802387141087	0.0343690125881533	-0.515538816564878	SERPINB6B	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CLEC4A2	0.620941153427295	0.0233062716555553	0.10313307601581	0.800510057972753	-0.5178080774114849	CLEC4A2	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
ACSS3	0.107859444078343	0.498292461708411	-0.412438501039551	0.000302221750407411	-0.520297945117894	ACSS3	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM49428	9.38373781325733	3.46845211232161e-20	8.8626391472356	4.10786901622067e-18	-0.5210986660217305	GM49428	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
DCHS1	0.477735788088313	0.00187173959796063	-0.0443445263508481	0.860150455071153	-0.5220803144391611	DCHS1	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM45061	-0.608894022432966	0.0182939097177083	-1.13253200551407	1.41991805085429e-06	-0.523637983081104	GM45061	negative	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM13661	-0.368542441199808	0.396752141100374	-0.895739164032877	0.00888475589586604	-0.527196722833069	GM13661	negative	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IGFBP7	0.46371581199338	0.0409921544899163	-0.06421098532834	0.852670452916043	-0.52792679732172	IGFBP7	negative	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GPHB5	5.29159242432788	2.56792629994348e-06	4.76328488060601	3.45166481040486e-07	-0.52830754372187	GPHB5	negative	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
